id,donor_id,interest_category,interest_name
4fpk2lcjak,55dc1fa8-011d-424f-bfab-60a968cc04a1,Reading and Literature,Audio books and storytelling podcasts
g993yy6i44,55dc1fa8-011d-424f-bfab-60a968cc04a1,Travel and Exploration,Urban exploration and historical tours
ynghz48aah,55dc1fa8-011d-424f-bfab-60a968cc04a1,Reading and Literature,"Non-fiction (biographies, history, self-help, psychology)"
rfwcg0q31x,ded02442-a6b2-4184-9e7d-e1629abca6e1,Travel and Exploration,Visiting new countries and cultures
1jvhfu43ti,ded02442-a6b2-4184-9e7d-e1629abca6e1,Health & Wellness,Nutrition planning meal prepping
rmgxxjsyaw,42ea2264-d459-4d8c-9633-e409e1962756,Travel and Exploration,Ecotourism and sustainable travel
635mgnog3f,764c8faf-fd21-438e-91e4-a991a5f166a7,Reading and Literature,Audio books and storytelling podcasts
qim8lygfpe,764c8faf-fd21-438e-91e4-a991a5f166a7,Outdoor Activities,"Camping (tent camping, RV camping)"
oh1j4e2jvg,764c8faf-fd21-438e-91e4-a991a5f166a7,Travel and Exploration,Road trips and exploring scenic routes
f8lhnf68rw,b1a15c27-84a0-488e-88f1-b9cc4ef2c1b2,Travel and Exploration,Urban exploration and historical tours
i26p51d1qr,b1a15c27-84a0-488e-88f1-b9cc4ef2c1b2,Health and Wellness,Holistic health practices (acupuncture herbalism)
dcww8xltl3,b1a15c27-84a0-488e-88f1-b9cc4ef2c1b2,Outdoor Activities,Hiking and nature walks
8raz9biiqx,cec3e791-da31-4a9e-9247-9ce26f557c38,Travel and Exploration,Visiting new countries and cultures
cegcp27a8p,f71e5cb6-333a-40d6-8fac-696000d93a44,Outdoor Activities,Hiking and nature walks
3lnlned6si,f71e5cb6-333a-40d6-8fac-696000d93a44,Health & Wellness,Nutrition planning meal prepping
o4blazuctm,f71e5cb6-333a-40d6-8fac-696000d93a44,Outdoor Activities,Wilderness survival skills
wv55mg8ma7,bf4763a1-bc6d-4a4f-9142-ebd70ca52418,Travel and Exploration,Backpacking and adventure travel
pezmpyb7tq,bf4763a1-bc6d-4a4f-9142-ebd70ca52418,Travel and Exploration,Visiting new countries and cultures
u8fe0cazgi,bf4763a1-bc6d-4a4f-9142-ebd70ca52418,Health & Wellness,Nutrition planning meal prepping
v7y3gxzag0,16dddcb0-41f0-4193-a628-301f758c7ed9,Travel and Exploration,Urban exploration and historical tours
1vz3b1trnq,f73b0132-b812-4a0a-b779-baaeee1fd2ef,Health and Wellness,Yoga retreats wellness tourism
au3xqje3wr,f73b0132-b812-4a0a-b779-baaeee1fd2ef,Outdoor Activities,Hiking and nature walks
v8l5zof5yq,f73b0132-b812-4a0a-b779-baaeee1fd2ef,Reading and Literature,"Non-fiction (biographies, history, self-help, psychology)"
aa6298xkm1,964fd378-9fd0-44a6-8be1-22fa8f0b6b26,Reading and Literature,Reading challenges and book clubs
h9nr2je7h1,158f5e29-356d-4d0c-87ab-3760e75c3617,Reading and Literature,"Non-fiction (biographies, history, self-help, psychology)"
82i20bub90,24f7799e-ce9d-4aab-936d-589543cdfb25,Health and Wellness,Yoga retreats wellness tourism
ecyudbf0w0,24f7799e-ce9d-4aab-936d-589543cdfb25,Reading and Literature,"Fiction (novels, short stories, fantasy, science fiction)"
y1x3m45i0b,44a4bb18-87cb-404b-8bf7-0838bd52d1a8,Travel and Exploration,Cruise vacations and sailing adventures
z0duza6svj,44a4bb18-87cb-404b-8bf7-0838bd52d1a8,Outdoor Activities,Hiking and nature walks
jb7o1mrgnp,bc5e9a14-ab4d-4fc7-9fd6-dabafd1e167a,Reading and Literature,"Poetry and poetic forms (haiku, sonnets, free verse)"
yyjc517hl2,bc5e9a14-ab4d-4fc7-9fd6-dabafd1e167a,Reading and Literature,Literary analysis and book discussions
g9qv1cwt2o,bc5e9a14-ab4d-4fc7-9fd6-dabafd1e167a,Reading and Literature,Reading challenges and book clubs
5v24mbpdqw,ef1f9aa9-7c1d-49e6-a231-654095cf0f89,Travel and Exploration,Backpacking and adventure travel
vflnq3azt0,ef1f9aa9-7c1d-49e6-a231-654095cf0f89,Health and Wellness,Practicing mindfulness meditation
uk0izuov4j,ef1f9aa9-7c1d-49e6-a231-654095cf0f89,Outdoor Activities,Hiking and nature walks
iped100mgf,d4762591-c36b-44cf-a8f6-de5f90a682b9,Outdoor Activities,"Camping (tent camping, RV camping)"
tyv3livm91,6b3cb82b-3642-4220-9405-99b316dbe115,Reading and Literature,"Poetry and poetic forms (haiku, sonnets, free verse)"
t67o23dz6v,6b3cb82b-3642-4220-9405-99b316dbe115,Travel and Exploration,Urban exploration and historical tours
w45uzpojw7,6b3cb82b-3642-4220-9405-99b316dbe115,Travel and Exploration,Road trips and exploring scenic routes
n13tdbl2yi,22a95572-8268-405c-ab4b-a9019a947a66,Outdoor Activities,Hiking and nature walks
2djzv7cfez,c7c73f51-10f9-4b5b-a045-d8e47a0912d8,Reading and Literature,"Non-fiction (biographies, history, self-help, psychology)"
dq6wzh2rje,82da3585-1817-4a13-a54d-fe4f471f2a49,Travel and Exploration,Ecotourism and sustainable travel
p8k78ge7fm,82da3585-1817-4a13-a54d-fe4f471f2a49,Health and Wellness,Holistic health practices (acupuncture herbalism)
vzu38yfo8f,82da3585-1817-4a13-a54d-fe4f471f2a49,Health & Wellness,Nutrition planning meal prepping
xd5j9b2xhd,e0292b72-2c00-419f-bfce-b6d0eef2f703,Travel and Exploration,Backpacking and adventure travel
p55xeg3bhe,2e3f035c-48a0-40e3-b02e-d93f1fbfd0b6,Health and Wellness,Yoga retreats wellness tourism
cqoyc0jq43,2e3f035c-48a0-40e3-b02e-d93f1fbfd0b6,Health and Wellness,Fitness obstacle course races
gy477ms19k,d7147c7f-cda8-429f-970f-a336fff6d4f0,Travel and Exploration,Visiting new countries and cultures
9iwcdavybk,d7147c7f-cda8-429f-970f-a336fff6d4f0,Health and Wellness,Holistic health practices (acupuncture herbalism)
di38fwn9ib,d7147c7f-cda8-429f-970f-a336fff6d4f0,Travel and Exploration,Ecotourism and sustainable travel
qiuc3e60lh,5a3a608c-ef16-4de8-9db5-ecbcd7378b82,Travel and Exploration,Road trips and exploring scenic routes
88v4oqdtg0,5a3a608c-ef16-4de8-9db5-ecbcd7378b82,Outdoor Activities,Wilderness survival skills
hgju2v2xlr,5c2c81d8-3691-4654-b9c8-9d25c1f73b7d,Reading and Literature,"Poetry and poetic forms (haiku, sonnets, free verse)"
h10n6zvu77,5c2c81d8-3691-4654-b9c8-9d25c1f73b7d,Reading and Literature,"Non-fiction (biographies, history, self-help, psychology)"
ofuy0rxo6x,5c2c81d8-3691-4654-b9c8-9d25c1f73b7d,Outdoor Activities,Hiking and nature walks
597hlrzmb8,63588d8c-9742-4587-8acf-a57b84686044,Health and Wellness,Holistic health practices (acupuncture herbalism)
nh248pzsyk,404bdacc-8b1c-4062-a8ba-4560deed497b,Reading and Literature,Audio books and storytelling podcasts
4kc3obhql3,404bdacc-8b1c-4062-a8ba-4560deed497b,Reading and Literature,Reading challenges and book clubs
odh22nzqbh,404bdacc-8b1c-4062-a8ba-4560deed497b,Outdoor Activities,"Camping (tent camping, RV camping)"
d8mz3lmt30,2b0a442a-b66d-462a-8665-6f26d5fef0d4,Reading and Literature,"Non-fiction (biographies, history, self-help, psychology)"
l24xbb2fin,2b0a442a-b66d-462a-8665-6f26d5fef0d4,Reading and Literature,Reading challenges and book clubs
axymtmrrul,6b020e8b-32f2-4b15-bb37-f7890ff19204,Travel and Exploration,Backpacking and adventure travel
ilkvm173pq,a17ef7bc-5a00-4c01-be28-613b90a5e81d,Health and Wellness,Holistic health practices (acupuncture herbalism)
8qxuw84t91,a17ef7bc-5a00-4c01-be28-613b90a5e81d,Reading and Literature,"Poetry and poetic forms (haiku, sonnets, free verse)"
248wxu9jx9,a17ef7bc-5a00-4c01-be28-613b90a5e81d,Reading and Literature,Audio books and storytelling podcasts
glpr05dg5k,865ca8bb-c29c-40ad-893d-3949ca517306,Travel and Exploration,Visiting new countries and cultures
5rmzexyw3l,865ca8bb-c29c-40ad-893d-3949ca517306,Reading and Literature,Literary analysis and book discussions
fxxowp91ku,865ca8bb-c29c-40ad-893d-3949ca517306,Outdoor Activities,Hiking and nature walks
3ofz7jxzz6,f4a7f28c-f1b0-4b43-87e2-8cf02360c838,Travel and Exploration,Urban exploration and historical tours
j9tnwa2ljm,f4a7f28c-f1b0-4b43-87e2-8cf02360c838,Travel and Exploration,Ecotourism and sustainable travel
lrfnw0v81y,f4a7f28c-f1b0-4b43-87e2-8cf02360c838,Travel and Exploration,Road trips and exploring scenic routes
nn9fmc5e45,01642303-43b9-4565-b1ea-cff93eb2b335,Health and Wellness,Practicing mindfulness meditation
gsr8oo0k6k,01642303-43b9-4565-b1ea-cff93eb2b335,Travel and Exploration,Backpacking and adventure travel
mymv3iz02r,5874128d-4ccf-4e36-9802-a74bad054aca,Health and Wellness,Practicing mindfulness meditation
d5xam5ohn6,5874128d-4ccf-4e36-9802-a74bad054aca,Travel and Exploration,Road trips and exploring scenic routes
qh6j00tn7x,721d044b-385b-4fd3-badb-14b4d016aaf9,Reading and Literature,Audio books and storytelling podcasts
zll8xkgiyl,721d044b-385b-4fd3-badb-14b4d016aaf9,Reading and Literature,Reading challenges and book clubs
thtux1yfdi,721d044b-385b-4fd3-badb-14b4d016aaf9,Outdoor Activities,"Camping (tent camping, RV camping)"
j1954yi75w,fcec3883-61a4-49b8-918d-4e82c9365d0f,Travel and Exploration,Backpacking and adventure travel
u5ml5n4osq,ca743936-b8a9-4592-a351-b1b7c6578ac6,Reading and Literature,"Non-fiction (biographies, history, self-help, psychology)"
43mfh8ojfw,7243bad5-051a-4173-8fca-9e2aaedf5302,Travel and Exploration,Urban exploration and historical tours
zfnrt7s5w4,7243bad5-051a-4173-8fca-9e2aaedf5302,Health & Wellness,Nutrition planning meal prepping
wvr9zwba8y,3a2b561d-c08c-4d43-b0d9-3f7b9b2512a8,Outdoor Activities,Hiking and nature walks
t0fzoffkdd,fcb8cac4-fce3-4226-b368-9cab03167b86,Health & Wellness,Nutrition planning meal prepping
9s5as5r7fd,fcb8cac4-fce3-4226-b368-9cab03167b86,Travel and Exploration,Visiting new countries and cultures
waqvj10enl,18817530-4407-4a92-bdcc-ede46d9ad1b7,Health and Wellness,Yoga retreats wellness tourism
rpj80uihq8,18817530-4407-4a92-bdcc-ede46d9ad1b7,Health & Wellness,Nutrition planning meal prepping
o2byoi7mft,18817530-4407-4a92-bdcc-ede46d9ad1b7,Reading and Literature,"Fiction (novels, short stories, fantasy, science fiction)"
4zdde3wyab,9cf9d538-54e2-41f4-9b24-eedd8a8e47a8,Outdoor Activities,Hiking and nature walks
7brabol3td,9cf9d538-54e2-41f4-9b24-eedd8a8e47a8,Reading and Literature,Reading challenges and book clubs
l7wmtjyh59,86d8d992-3849-46c2-86be-e7ad3bc5d228,Reading and Literature,"Poetry and poetic forms (haiku, sonnets, free verse)"
su1k7sywnk,86d8d992-3849-46c2-86be-e7ad3bc5d228,Travel and Exploration,Visiting new countries and cultures
u4y66ejf56,92a42e42-8ed9-4e46-9ef4-09f9d7059faa,Reading and Literature,Reading challenges and book clubs
ryxraln2c3,92a42e42-8ed9-4e46-9ef4-09f9d7059faa,Reading and Literature,"Poetry and poetic forms (haiku, sonnets, free verse)"
bjgzyn9kae,92a42e42-8ed9-4e46-9ef4-09f9d7059faa,Travel and Exploration,Urban exploration and historical tours
zhdt2ssu1c,b0c4ff7d-f7b3-40e0-8ced-779e378fd7f7,Travel and Exploration,Visiting new countries and cultures
5pyvh8onky,7f1069e1-c3a0-46ce-8ea3-ac4b212d4f7e,Travel and Exploration,Ecotourism and sustainable travel
l1u9lqjosy,7f1069e1-c3a0-46ce-8ea3-ac4b212d4f7e,Health & Wellness,Nutrition planning meal prepping
ac5gbw8jnq,5b549eb1-c718-48f5-9473-47108496af4c,Health & Wellness,Nutrition planning meal prepping
kjw41kortc,5b549eb1-c718-48f5-9473-47108496af4c,Travel and Exploration,Backpacking and adventure travel
b4le9caaap,e256ce94-293a-497b-8e0b-a702a89e44d0,Travel and Exploration,Visiting new countries and cultures
d79i0nah22,e256ce94-293a-497b-8e0b-a702a89e44d0,Outdoor Activities,Wilderness survival skills
2smb5q7u7b,e256ce94-293a-497b-8e0b-a702a89e44d0,Reading and Literature,"Poetry and poetic forms (haiku, sonnets, free verse)"
zxgkg66b6f,f32895e1-360d-4ab9-b2bb-92d39b7a42d4,Travel and Exploration,Cruise vacations and sailing adventures
5xcl1sass9,e8693f7e-c9f3-47eb-918b-cb7bdb711aec,Health and Wellness,Practicing mindfulness meditation
0sa7rlzyfv,e8693f7e-c9f3-47eb-918b-cb7bdb711aec,Health and Wellness,Fitness obstacle course races
4mxs757ljh,455148b5-f388-484c-9b96-4319bd188557,Reading and Literature,"Non-fiction (biographies, history, self-help, psychology)"
zxdfnxe5a9,455148b5-f388-484c-9b96-4319bd188557,Travel and Exploration,Ecotourism and sustainable travel
e9aqqvj9w7,455148b5-f388-484c-9b96-4319bd188557,Outdoor Activities,"Camping (tent camping, RV camping)"
uet51q9ywa,0526a2c4-523c-4576-82d6-8390bb4195b0,Health and Wellness,Holistic health practices (acupuncture herbalism)
cit7el3xfk,0526a2c4-523c-4576-82d6-8390bb4195b0,Outdoor Activities,"Camping (tent camping, RV camping)"
b8p3ynro3a,22ae8943-4349-430d-9787-ca7ce2f117d5,Outdoor Activities,Hiking and nature walks
fox4kpq7f7,22ae8943-4349-430d-9787-ca7ce2f117d5,Reading and Literature,Literary analysis and book discussions
v4gkfxpjli,22ae8943-4349-430d-9787-ca7ce2f117d5,Health and Wellness,Practicing mindfulness meditation
ayhx4untol,8c3e0e24-4116-4ce4-8ddc-6152baa5db40,Reading and Literature,Audio books and storytelling podcasts
aw4si5kwp0,0be5c044-3228-4950-aeeb-275ac2ccba31,Travel and Exploration,Cruise vacations and sailing adventures
e0tbsut1w8,9fb589c8-d65f-488e-b33e-428e969b6cd6,Outdoor Activities,Hiking and nature walks
2qp6vv9v70,dd06265c-0590-421f-b9cc-df433538adce,Health & Wellness,Nutrition planning meal prepping
sjxxz6y94k,ea091fac-75ca-478d-8cdf-abf2ac79854b,Travel and Exploration,Visiting new countries and cultures
ynigq35vq7,ea091fac-75ca-478d-8cdf-abf2ac79854b,Outdoor Activities,Hiking and nature walks
cwc7afjdai,0cd47a3a-4503-45bb-802c-b111b43cb890,Reading and Literature,Audio books and storytelling podcasts
ow6ljxm9gh,0cd47a3a-4503-45bb-802c-b111b43cb890,Travel and Exploration,Road trips and exploring scenic routes
mkg9bmcu8o,d0398941-5a3e-490c-b3ed-91764f41a3c9,Reading and Literature,"Non-fiction (biographies, history, self-help, psychology)"
husmmu8r8c,3ca4d255-f562-48fc-8829-62ea867c07d1,Health and Wellness,Holistic health practices (acupuncture herbalism)
bb3cybf453,fd103237-eee6-47e2-af79-0220cfbf6c4b,Outdoor Activities,Wilderness survival skills
yokfvkwbdi,6faa814a-e5c5-4a3d-9e93-91b3fa954586,Reading and Literature,Audio books and storytelling podcasts
4olou176fw,6faa814a-e5c5-4a3d-9e93-91b3fa954586,Travel and Exploration,Ecotourism and sustainable travel
k4zwjgptp3,607037de-aa34-4b72-91a0-ebee3256f2f8,Reading and Literature,Audio books and storytelling podcasts
2dqh98afq8,4bfe2974-69e8-4c1a-a4f4-6c66839a1428,Outdoor Activities,"Camping (tent camping, RV camping)"
0oifmysz5d,8de4d78c-0be0-4f3d-992b-cb843c0791a3,Outdoor Activities,Wilderness survival skills
ht0rt4r7iw,f6665e77-194c-49aa-8f75-35ba4a94b23b,Health and Wellness,Holistic health practices (acupuncture herbalism)
p4r0756lfw,f6665e77-194c-49aa-8f75-35ba4a94b23b,Reading and Literature,"Non-fiction (biographies, history, self-help, psychology)"
74vzf1pcma,f6665e77-194c-49aa-8f75-35ba4a94b23b,Travel and Exploration,Urban exploration and historical tours
iy8zkdlkqn,663da3b5-652e-4b32-9925-473893e33a9f,Outdoor Activities,"Camping (tent camping, RV camping)"
ygvtv6b985,8314ba31-8490-4871-89d9-c19273850f2d,Health and Wellness,Fitness obstacle course races
4w05t99jkp,8314ba31-8490-4871-89d9-c19273850f2d,Health & Wellness,Nutrition planning meal prepping
8gxu3vvyf2,8314ba31-8490-4871-89d9-c19273850f2d,Travel and Exploration,Ecotourism and sustainable travel
fp23a48fdu,08e6e9a2-5438-456c-881c-a42c597d8a40,Reading and Literature,Literary analysis and book discussions
3td3yf4fx8,08e6e9a2-5438-456c-881c-a42c597d8a40,Reading and Literature,Reading challenges and book clubs
aqq4n7x1fb,08e6e9a2-5438-456c-881c-a42c597d8a40,Outdoor Activities,Hiking and nature walks
g80yz4klen,a58bd549-cf1b-44b5-afc1-81d961be3177,Travel and Exploration,Ecotourism and sustainable travel
cklscbfe3m,a4377ce2-d3f7-4f95-85a0-ba47640ce0e6,Travel and Exploration,Visiting new countries and cultures
e4np3k4ovh,a4377ce2-d3f7-4f95-85a0-ba47640ce0e6,Travel and Exploration,Urban exploration and historical tours
hfeo7lfhk2,a4377ce2-d3f7-4f95-85a0-ba47640ce0e6,Travel and Exploration,Backpacking and adventure travel
azi2tp7ik9,aba0e7a7-5ef4-41c5-8c8e-e52f055cfc7b,Travel and Exploration,Cruise vacations and sailing adventures
3k3rx7mp37,bcdbe566-8534-400b-ae75-e56f008b1db4,Health and Wellness,Holistic health practices (acupuncture herbalism)
cgz8izjfjd,bcdbe566-8534-400b-ae75-e56f008b1db4,Reading and Literature,"Non-fiction (biographies, history, self-help, psychology)"
zf1kjd4iwj,3b4b90a9-6c32-4336-a943-131527569ef5,Travel and Exploration,Visiting new countries and cultures
14f5edav2j,3b4b90a9-6c32-4336-a943-131527569ef5,Reading and Literature,Literary analysis and book discussions
bwh2b4uxs6,8951923d-1bb7-4de5-b797-9c2e69934e4d,Reading and Literature,"Poetry and poetic forms (haiku, sonnets, free verse)"
gksi8rhphv,8951923d-1bb7-4de5-b797-9c2e69934e4d,Travel and Exploration,Backpacking and adventure travel
oce4sr766b,3e9c455c-f1f9-4bbe-81f9-52e9d0b5112b,Travel and Exploration,Road trips and exploring scenic routes
vgmwm7trsf,3e9c455c-f1f9-4bbe-81f9-52e9d0b5112b,Travel and Exploration,Urban exploration and historical tours
jc1i0w1ytu,a01529a2-8a11-4e3d-9a28-f3d6a5708d5a,Reading and Literature,"Non-fiction (biographies, history, self-help, psychology)"
zhk2qy91jp,a01529a2-8a11-4e3d-9a28-f3d6a5708d5a,Outdoor Activities,Hiking and nature walks
fmp03oph8h,a01529a2-8a11-4e3d-9a28-f3d6a5708d5a,Travel and Exploration,Cruise vacations and sailing adventures
we6g8x7cnp,ecdeac58-8c82-4bfd-9d68-758ee79b8ad1,Reading and Literature,Literary analysis and book discussions
1thheog4id,fe61ad2d-1e45-4257-b8a2-82f3c064fd4f,Reading and Literature,"Fiction (novels, short stories, fantasy, science fiction)"
aoou4eod54,becaf540-6bd5-4392-8976-57e1ccc2a0d3,Health and Wellness,Fitness obstacle course races
g9yawfu9g3,eddf214e-60bb-475a-aaaf-f3e75d517f0a,Travel and Exploration,Urban exploration and historical tours
99t6d63x8i,eddf214e-60bb-475a-aaaf-f3e75d517f0a,Outdoor Activities,"Camping (tent camping, RV camping)"
zh1im85un2,bc4b2336-885d-435a-8ab1-3898b1645273,Outdoor Activities,Wilderness survival skills
kt4bsx6dh9,bc4b2336-885d-435a-8ab1-3898b1645273,Outdoor Activities,"Camping (tent camping, RV camping)"
ro1ar62yqm,27726b95-5ffb-4ab5-a82a-858ff1bab914,Reading and Literature,Reading challenges and book clubs
3r6ig8l0si,79f53e17-ca5a-4213-baaa-4ec70100faa0,Health and Wellness,Practicing mindfulness meditation
tcl7nzni12,79f53e17-ca5a-4213-baaa-4ec70100faa0,Outdoor Activities,Hiking and nature walks
256i4qk0lv,31e370c8-575a-4472-8ae9-acdd5448da16,Reading and Literature,Literary analysis and book discussions
dvnhbtpx8s,ab662f00-8190-4fb0-9f79-e1d6f5fe7afe,Health and Wellness,Practicing mindfulness meditation
jc1w6f3bld,d3c6532f-c6a0-4e10-b8e6-f6f5979ae7de,Reading and Literature,Reading challenges and book clubs
ovq8hd5yph,2714ce02-d9ad-4c76-b327-9b86362984f1,Outdoor Activities,Hiking and nature walks
0wv9qwp01b,1c3f17f6-ac30-469f-9367-c99c428bf6d7,Outdoor Activities,Wilderness survival skills
5an8au6gb3,ec8989d6-3321-4872-b430-86054b1d6ff2,Reading and Literature,"Fiction (novels, short stories, fantasy, science fiction)"
nw7boyot3s,58bae4d9-f397-4afd-98ce-42a47d4c586a,Reading and Literature,Reading challenges and book clubs
3wgcgt89kf,f76fa3bf-3f66-43e9-a10a-b3b3e3f609ab,Outdoor Activities,Hiking and nature walks
wxo2iaj4dw,f76fa3bf-3f66-43e9-a10a-b3b3e3f609ab,Travel and Exploration,Road trips and exploring scenic routes
otqguyc2gk,b1205bef-b607-4b01-9a02-06bacdba875b,Health & Wellness,Nutrition planning meal prepping
lkacgy9ahh,e3ca4e21-7acc-4620-9158-a6a8699bdb72,Health and Wellness,Holistic health practices (acupuncture herbalism)
lk4b2xfllw,1268b2c3-f530-4844-b209-135d64acc9a9,Health and Wellness,Holistic health practices (acupuncture herbalism)
kfvyhq4hdh,1268b2c3-f530-4844-b209-135d64acc9a9,Travel and Exploration,Cruise vacations and sailing adventures
pygi08u8ee,c843431a-f06e-4c15-8949-44873930894f,Reading and Literature,Audio books and storytelling podcasts
clayo0noa8,c843431a-f06e-4c15-8949-44873930894f,Health and Wellness,Holistic health practices (acupuncture herbalism)
7gcnsxwx69,f912bf08-f713-48d8-8baf-db0b838c1a4a,Outdoor Activities,Hiking and nature walks
j4dx5ptn7e,f912bf08-f713-48d8-8baf-db0b838c1a4a,Travel and Exploration,Urban exploration and historical tours
re6jxpa31h,747f3cfe-add0-4b87-ad78-2a5b57264694,Reading and Literature,"Poetry and poetic forms (haiku, sonnets, free verse)"
mdvo8az2fk,771dc2ea-86d9-4c6a-852f-f6757880da11,Travel and Exploration,Ecotourism and sustainable travel
o6er5ee6w5,771dc2ea-86d9-4c6a-852f-f6757880da11,Travel and Exploration,Backpacking and adventure travel
2rke72lwpt,771dc2ea-86d9-4c6a-852f-f6757880da11,Reading and Literature,"Fiction (novels, short stories, fantasy, science fiction)"
efiloeo99e,69bb3e09-4f84-44a3-94f0-4c64ebd8e70f,Reading and Literature,Literary analysis and book discussions
0pdaenq0nw,69bb3e09-4f84-44a3-94f0-4c64ebd8e70f,Health and Wellness,Holistic health practices (acupuncture herbalism)
o8nqf9qxc4,69bb3e09-4f84-44a3-94f0-4c64ebd8e70f,Reading and Literature,"Fiction (novels, short stories, fantasy, science fiction)"
79wv7yqjqx,4666405a-fe75-4c62-9a20-b17f3718b7a5,Reading and Literature,"Poetry and poetic forms (haiku, sonnets, free verse)"
fm6krcrok2,4666405a-fe75-4c62-9a20-b17f3718b7a5,Health and Wellness,Holistic health practices (acupuncture herbalism)
jjoulppbs3,4445dd3e-ced6-4cd1-847c-0e0e75ac3258,Outdoor Activities,"Camping (tent camping, RV camping)"
hor898nccn,4445dd3e-ced6-4cd1-847c-0e0e75ac3258,Health and Wellness,Yoga retreats wellness tourism
rmtxrxz6uz,4445dd3e-ced6-4cd1-847c-0e0e75ac3258,Health and Wellness,Holistic health practices (acupuncture herbalism)
j0q7gysdul,9fdf23e8-f053-4b67-a8e2-808673733e4d,Outdoor Activities,Wilderness survival skills
nqe3yfi9ch,9fdf23e8-f053-4b67-a8e2-808673733e4d,Reading and Literature,Reading challenges and book clubs
ndvxed7z0n,af025a99-ec4c-489a-99c5-723840442c3f,Health & Wellness,Nutrition planning meal prepping
y61xg0tnaw,ad2a4bef-c845-4ab3-b7ef-6409ab288513,Reading and Literature,"Poetry and poetic forms (haiku, sonnets, free verse)"
22qld47eek,ad2a4bef-c845-4ab3-b7ef-6409ab288513,Health and Wellness,Fitness obstacle course races
cclvp4asob,ad2a4bef-c845-4ab3-b7ef-6409ab288513,Outdoor Activities,Wilderness survival skills
34v7skx4wr,9663dbe4-4d93-4258-b8ea-4dbb6128053e,Travel and Exploration,Ecotourism and sustainable travel
q4hyd7cjti,ba66b7a2-8cda-4495-a021-6ebb5f4b9703,Travel and Exploration,Cruise vacations and sailing adventures
uzzqn9cp81,ba66b7a2-8cda-4495-a021-6ebb5f4b9703,Outdoor Activities,Hiking and nature walks
gk77tt2gf5,ba66b7a2-8cda-4495-a021-6ebb5f4b9703,Health and Wellness,Fitness obstacle course races
29eg8pqtd8,23f1dcc0-84bc-4d72-b5aa-ae44b79ae9c8,Health and Wellness,Practicing mindfulness meditation
vl2ftzcp6k,ce913d74-b744-413c-8832-facbab62256c,Reading and Literature,"Fiction (novels, short stories, fantasy, science fiction)"
o67dst9t5v,ce913d74-b744-413c-8832-facbab62256c,Reading and Literature,"Poetry and poetic forms (haiku, sonnets, free verse)"
g0xf4wavoq,ce913d74-b744-413c-8832-facbab62256c,Reading and Literature,Literary analysis and book discussions
ww4sg4o64k,87007af7-2a80-4969-9104-451cd543e2b1,Travel and Exploration,Urban exploration and historical tours
kzy32g54o8,49c7bd36-dea6-49ce-a1d4-97c7370de174,Health and Wellness,Holistic health practices (acupuncture herbalism)
fanedncvm2,75ae0f86-3fa2-4ff6-a144-327ec3029b59,Outdoor Activities,Hiking and nature walks
anjy0ggb6f,75ae0f86-3fa2-4ff6-a144-327ec3029b59,Travel and Exploration,Ecotourism and sustainable travel
09wrsh1ibv,75ae0f86-3fa2-4ff6-a144-327ec3029b59,Reading and Literature,"Fiction (novels, short stories, fantasy, science fiction)"
v50o7m8d64,bd0b9362-ca1c-4565-af1c-b574adb9b006,Reading and Literature,"Non-fiction (biographies, history, self-help, psychology)"
yzmdz0u9a3,d2857165-2178-473a-afec-46aa350be24d,Reading and Literature,"Poetry and poetic forms (haiku, sonnets, free verse)"
7ah0clgm0c,ccae97b6-bc2c-455e-9236-f902353fbf5b,Reading and Literature,Literary analysis and book discussions
jnv0jlassn,83c1369f-4cc0-4d6b-9ec5-85520c4b2229,Reading and Literature,Reading challenges and book clubs
43ilpde5go,83c1369f-4cc0-4d6b-9ec5-85520c4b2229,Travel and Exploration,Urban exploration and historical tours
u9k193vpcw,83c1369f-4cc0-4d6b-9ec5-85520c4b2229,Health and Wellness,Holistic health practices (acupuncture herbalism)
up3sp5jzqc,9f6f6be5-f551-4684-91be-734298b74cf1,Outdoor Activities,Hiking and nature walks
rctxih4o50,9f6f6be5-f551-4684-91be-734298b74cf1,Health and Wellness,Practicing mindfulness meditation
89qz8zphs9,9f6f6be5-f551-4684-91be-734298b74cf1,Health & Wellness,Nutrition planning meal prepping
h0u0r6aw4m,660bdff8-438a-4dbb-9767-1d99f1d165d5,Health and Wellness,Yoga retreats wellness tourism
95xojxbc4d,72498ce6-c681-411c-b246-af1b88dc448e,Reading and Literature,Audio books and storytelling podcasts
tz1wsl61le,d86df308-a096-4330-8203-a01b097f880f,Outdoor Activities,"Camping (tent camping, RV camping)"
2ofyaory4h,d86df308-a096-4330-8203-a01b097f880f,Reading and Literature,"Poetry and poetic forms (haiku, sonnets, free verse)"
8207ozamey,d86df308-a096-4330-8203-a01b097f880f,Travel and Exploration,Road trips and exploring scenic routes
593gtdg1xg,9ce67277-b21d-46db-851e-9b510b9e30e0,Health and Wellness,Holistic health practices (acupuncture herbalism)
ojg8jekpxz,9ce67277-b21d-46db-851e-9b510b9e30e0,Outdoor Activities,Hiking and nature walks
yzswngcyih,9ce67277-b21d-46db-851e-9b510b9e30e0,Outdoor Activities,"Camping (tent camping, RV camping)"
drazscmdte,6248b1f5-8416-4f6d-bf30-f6290115b1f6,Travel and Exploration,Visiting new countries and cultures
